p1_conventional_hydroelectric_1,p10_conventional_hydroelectric_1,p13_conventional_hydroelectric_1,p14_conventional_hydroelectric_1,p15_conventional_hydroelectric_1,p16_conventional_hydroelectric_1,p17_conventional_hydroelectric_1,p18_conventional_hydroelectric_1,p19_conventional_hydroelectric_1,p2_conventional_hydroelectric_1,p24_conventional_hydroelectric_1,p26_conventional_hydroelectric_1,p27_conventional_hydroelectric_1,p28_conventional_hydroelectric_1,p3_conventional_hydroelectric_1,p33_conventional_hydroelectric_1,p34_conventional_hydroelectric_1,p4_conventional_hydroelectric_1,p5_conventional_hydroelectric_1,p6_conventional_hydroelectric_1,p7_conventional_hydroelectric_1,p8_conventional_hydroelectric_1,p9_conventional_hydroelectric_1
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.3405436873435974,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.2370630204677581,0.3461123406887054,0.4249236583709717,0.1783646196126938,0.3496443629264831,0.2888563275337219,0.5199952721595764,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
