p1_small_hydroelectric_1,p10_small_hydroelectric_1,p11_small_hydroelectric_1,p12_small_hydroelectric_1,p14_small_hydroelectric_1,p15_small_hydroelectric_1,p16_small_hydroelectric_1,p17_small_hydroelectric_1,p18_small_hydroelectric_1,p2_small_hydroelectric_1,p21_small_hydroelectric_1,p24_small_hydroelectric_1,p25_small_hydroelectric_1,p26_small_hydroelectric_1,p28_small_hydroelectric_1,p3_small_hydroelectric_1,p31_small_hydroelectric_1,p33_small_hydroelectric_1,p34_small_hydroelectric_1,p4_small_hydroelectric_1,p5_small_hydroelectric_1,p6_small_hydroelectric_1,p7_small_hydroelectric_1,p8_small_hydroelectric_1,p9_small_hydroelectric_1
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
0.5989362597465515,0.3550407290458679,0.2557173669338226,1.0340992212295532,0.6779820322990417,0.4828517138957977,0.31144779920578,0.5775126218795776,0.5136509537696838,0.3461123406887054,0.2429322451353073,0.4249236583709717,0.1924833506345749,0.1783646196126938,0.2888563275337219,0.5199952721595764,0.4670760333538055,0.3304670751094818,0.1901710331439972,0.6136235594749451,0.5572238564491272,0.578056812286377,0.4088505804538727,0.4276143014431,0.293750524520874
